1;ARA_0;370,2683;371,8863;367,3330;343,2243;344,4367;340,9582;284,3090687;284,7137641;283,637037;257,22047
2;ARA_0.07;302,7095;303,8968;299,8482;251,7216;252,4045;249,9234;175,4533470;175,9640704;174,382084;124,35240
3;ARA_0.14;260,3362;260,8641;258,2212;197,2738;197,4503;196,1719; 94,2252136; 94,5925992; 93,204697; 30,98989
4;ARA_0.21;231,5220;231,6260;230,0863;162,8481;162,7708;162,2735; 46,2838261; 46,4873505; 45,416804;-22,59328
5;ARA_0.28;211,4426;211,3304;210,4562;140,0874;139,9110;139,8144; 17,8339156; 17,9234027; 17,115849;-53,73884
6;ARA_0.35;197,0841;196,8710;196,3712;124,3447;124,1299;124,2309; -0,5339476; -0,5058882; -1,137237;-73,49838
7;ARA_0.42;186,4864;186,2326;185,9393;112,9748;112,7447;112,9465;-13,2794064;-13,2766069;-13,801995;-87,02020
8;ARA_0.49;178,4145;178,1509;177,9699;104,4425;104,2069;104,4625;-22,6152131;-22,6166986;-23,083306;-96,81876
